NomStructure ; TypeStructure ; AdresseStructure ; CodePostalStructure ; VilleStructure ; PaysStructure ; NomService ; SujetStage ; DateDebutStage ; DateFinStage ; OrigineStage ; CodePostalEtudiant ; VilleEtudiant ; LibelleEtape ; FonctionsEtTaches ; Details ; Annee 
 Teknosure ; Entreprise privée ; 16 Rue Condorcet ; 95150 ; Taverny ; France ; Digital Factory ; Développement d'une application web et mobile basée sur le cloud ;25/02/2025;25/08/2025; réseau de connaissance ; 92000 ; Nanterre ; MASTER-2-INFORMATIQUE-P.-DEVELOPPEUR-FULL-STACK-WEB-MOBILE ; Développeur FullStack ; Le projet consiste en le développement d’une application web et mobile basée sur le cloud, conçue pour optimiser la gestion des services d’un client. Il repose sur les technologies suivantes :- **Front-end** : HTML, CSS, JavaScript, avec React ou Angular.- **Back-end** : Node.js, Django, Python, et des APIs (GraphQL).- **Développement mobile** : Android et iOS, en utilisant React Native ou Kotlin.- **Base de données** : SQL, PostgreSQL, MariaDB.Hébergée sur le cloud, l’application garantit évolutivité, performance et accessibilité optimale. ; 2024/2025 
 GoodBarber ; Non connu ; CampusPlex ; 20 000 ; Ajaccion ; France ; Technique ; Développement de nouvelles fonctionnalités GoodBarber. ;03/03/2025;29/08/2025; candidature spontané ; 20000 ; Ajaccio ; MASTER-2-INFORMATIQUE-P.-DEVELOPPEUR-FULL-STACK-WEB-MOBILE ; Développeur Web, développement/maintenance de fonctionnalités, déploiement de correctif ; L'étudiant sera intégré à l'équipe Progressive WebApp et aura pour mission le développement / maintenance de nouvelles fonctionnalités, ainsi que le déploiement de correctifs sur la plateforme PWA du CMS GoodBarber. ; 2024/2025 
 SpikeeLabs ; Entreprise privée ;  35 bd solférino ; 35000  ; Rennes ; France ; Développement logiciel ; Développement d'une application web pour la saisie des notes de frais des employés de SpikeeLabs. Le projet implique la conception et le développement de l'application en React, TypeScript et Python, en s'intégrant à l'ERP interne de l'entreprise ;17/03/2025;05/09/2025; réseau de connaissance ; 20250 ; 22 avenue Jean Nicoli, BP 55 ; MASTER-2-INFORMATIQUE-P.-DEVELOPPEUR-FULL-STACK-WEB-MOBILE ; Développement d'interfaces en React/TypeScriptIntégration avec l'ERP via des API RESTTests unitaires et validationDocumentation techniqueTravail en méthodologie Agile ; Développement d’une application web pour la saisie et la gestion des notes de frais des employés de SpikeeLabs, impliquant la conception d’une interface intuitive et performante en React et TypeScript, avec un back-end en Python, et son intégration à l’ERP interne de l’entreprise. L’objectif est d’optimiser la gestion des notes de frais en offrant une solution digitale fluide, sécurisée et adaptée aux besoins des utilisateurs internes. ; 2024/2025 
 I-Spirit ;  ; 13 Boulevard Francois Salini ; 20000 ; AJACCIO ; FRANCE ; I-Spirit ; Conception et développement d'une API de géolocalisation et de sa documentation ;11/01/2010;07/07/2010; réseau de connaissance ; 20200 ; Ville di Pietrabugno ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développeur, participe aux développement de la version 1 de Mapize.com ; Dans le monde de la cartographie en ligne, plusieurs systèmes de fond cartographique sont utilisés. Google, Yahoo, Bing, Yandex...Le générateur de cartographie enrichie Mapize.com, doit pouvoir communiquer avec chacun de ces outils, et c'est dans le cadre de cette démarche, que nous souhaitons développer une API propre à notre générateur, qui communiquerait à la fois avec tous les systèmes de fond cartographiques précités, mais qui permettrait également une intégration plus simple des outils Mapize, sur des systèmes tiers, ou d'autres supports.Le developpement de l'API se décompose en 3 parties.       - Analyse et recensement de l'existant (sur les fonds cartographiques et sur le générateur)       - Développement du socle de l'API et des méthodes liées       - Redaction d'une documentation pour l'API afin d'être facilement réutilisableFrançois Xavier, pourra intervenir sur une ou plusieurs de ces parties, avec l'assistance de notre équipe technique, afin de le guider, et de l'aider à appréhender certaines problématiques liées à la cartographie en ligne. ; 2009/2010 
 SITEC ; Non connu ; SITEC AJACCIO - ZL DU VAZZIO ; 20090 ; AJACCIO ; FRANCE ;  ; Développement d'applications Web pour collectivités locales ;01/02/2010;30/06/2010; réponse à une offre de stage ; 20239 ; Murato ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Développeur, Participer au développement d'un site/Portail Web pour petites collectivités. ; A DETERMINER ; 2009/2010 
 SARL DuoApps ; Entreprise privée ; CAMPUSPLEX ; 20000 ; AJACCIO ; FRANCE ; DuoApps ; Formation au développement d'applications pour iPhone. ;25/01/2010;02/07/2010; réseau de connaissance ; 20620 ; Biguglia ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Conception et développement d'applications pour iPhone. ; Conception et développement d'applications mobiles, spécifiquement sur la plateforme iPhone.SDK iPhone, Objective-C, Framework Cocoa. ; 2009/2010 
 Office de Développement Agricole et Rural de la Corse (ODARC) ; Administration publique d'état ; Avenue Paul Giacobbi ; 20601 ; BASTIA ; FRANCE ; ilocc ; Stage d'integration en entreprise pour le master 2. ;01/02/2010;30/06/2010; réseau de connaissance ; 20200 ; BASTIA ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; A DETERMINER ; A DETERMINER ; 2009/2010 
 GALA TRANSIT & TRANSPORT ; Entreprise privée ; 94 RUE PIERRE PARENT  ; 20100 ; CASABLANCA ; MAROC ;  ; Mise en place et développement spécifique de l ;01/02/2011;30/06/2011;  ; 90000 ; Tanger ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - Étude comparative des ERP du marché.- Mise en place de l ; Projet au sein de l ; 2010/2011 
 KTS ; Entreprise privée ;  49 rue des Mathurins  ; 75008  ; PARIS 08 ; FRANCE ; KTS Paris ; conception et mise en place de sites dans le secteur du voyage. ;01/02/2011;31/07/2011; réponse à une offre de stage ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Conception et développement de site ( application web) en utilisant la plateforme J2E et Oracle. ; Développement Java J2E sous framework Strust.Gestion de la base données sous Oracle. ; 2010/2011 
 KTS ; Entreprise privée ;  49 rue des Mathurins  ; 75008  ; PARIS 08 ; FRANCE ; KTS Paris ; -* ;01/02/2011;30/06/2011; candidature spontané ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; -* ; -* ; 2010/2011 
 SDIS  haute Corse ; Administration publique d'état ; Lieu Dit E Casette ; 20600 ; Furiani ; FRANCE ; Services Informatiques ; le domaine de la gestion des arrêts de travail pour raison de santé  ;01/02/2011;01/07/2011; réponse à une offre de stage ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Etablir des tableaux de bord (disposer d’un outil de contrôle de gestion des absences pour raison de santé) permettant :-          De diffuser auprès des responsables (direction, chefs de centres de secours) les dates des arrêts-          De répondre aux demandes de statistiques ou enquêtes nationales-          De suivre le déroulement des procédures administratives Etablir les procédures de saisie (fiches de taches / formation) pour les tableau de bord et notre système d’information.  ; Actuellement nous travaillons avec Excel pour les tableaux de bord et la gamme SIS AZUR pour notre système d’information. Le futur outil peut très bien utiliser d’autre support comme du php. Nous souhaitons simplifier la saisie, développer la diffusion de l’information et surtout sécuriser l’outil. ; 2010/2011 
 France Télécom ; Entreprise privée ; lannion  ; 22300  ; lannion ; France ; France Telecom ; Développement de nouvelles fonctionnalités du service Grand Public d'information www.2424actu.fr ;15/02/2011;15/07/2011; réseau de connaissance ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; de travailler dans l'équipe de développement de services innovants d'Orange.   L'objet du stage sera de concevoir, développer et tester de nouvelles fonctionnalités autour du service de recherche d'actualités : www.2424actu.fr ;" Compétences techniques :•	développement informatique : C/C++, PHP,  XML,..•	environnement de développement : Linux "; 2010/2011 
 Eccla Isobar ; Entreprise privée ; 4 Place de saverne ; 92400 ; COURBEVOIE ; France ;  ; Assistant Developpeur/Intégrateur Web et PHP 4-5 ;07/02/2011;29/07/2011; réponse à une offre de stage ; 20250 ; Corte ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Assistant Developpeur/Intégrateur Web et PHP 4-5- Développement de sites web- Conception de base de données et modélisation, interfaces- Intégration HTML- Tests- Rédaction de documents techniques ; - Développement de sites web- Conception de base de données et modélisation, interfaces- Intégration HTML- Tests- Rédaction de documents techniques ; 2010/2011 
 Atos Origin ; Entreprise privée ; River Ouest ; 95877 ; Bezons ; France ;  ; projet de Gestion Électronique des Documents (GED) pour le Ministère de l’Éducation Nationale (MEN) :Informatiser la gestion des actes émis par les établissements public auprès des autorités académiques et des autorités locales. ;11/04/2011;29/09/2011;  ; 91700 ; Sainte geneviève des bois ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; 'implémentation sous JAVA J2EE des fonctionnalités du lot 1 :Implémentation des modèles d’actesImplémentation  de l’aide en ligne.Développement de l’interface avec le système informatique des préfectures (ACTE)Participation à la rédaction du manuel d’installation. ; Ce projet est stratégique pour le MEN et doit être déployé sur l'ensemble des académies ,et s’il correspond aux attentes, pouvoir être étendu à la gestion de l'ensemble des documents gérés par le MEN.Le projet est composé de 3 lots , le 1er lot est en cours de développement et au cours du mois de Mai  le 2eme lot devrait démarrer. ; 2010/2011 
 STERIA ; Entreprise privée ; 12 rue Paul DAUTIER - 78142 VELIZY  ; 78142 ; VELIZY ; France ; STERIA ; Environnement de travail : Il s'inscrit dans le cadre de la mise en place d'un centre de services pour répondre à un marché d'assistance à maîtrise d'oeuvre pour la Préfecture de Police de Paris sur une durée de 2 ans. Il s'agit de réaliser une dizaine de projets de refonte des applications métier sur des technologies anciennes et hétérogènes vers des technologies homogènes et open source afin de maîtriser les c ;16/05/2011;30/09/2011; candidature spontané ; 75018 ; Paris ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; - Conception technique et fonctionnelle - participation à des ateliers avec les utilisateurs - Développement PHP 5.0 et mise en oeuvre des tests unitaires - Intégration et tests d'intégration - Recette usine et correction d'anomalies  ; PHP 5 avec le framework Zend IDE : Eclipse et Zend Studio SGBD : PostgreSQL. OS : RHEL 5.3 Gestion de configuration : SVN Gestion des anomalies : Mantis  ; 2010/2011 
 Octaedra ; Entreprise privée ; Route du Vazzio Pont du Ricanto ; 20090 ; Ajaccio ; France ; Informatique ; Développement d'applications accessibles via internet pour deux logiciels full webDéveloppement smartphone ;30/01/2012;30/07/2012;  ; 20129 ; Bastelicaccia ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Analyse des besoinsIntégration et développement d'applications smartphonesRéalisations des tests, recettes et validations ; Les logiciels sur lesquels l'étudiant va travailler sont : Iris web, logiciel full web de planification du personnel ainsi que Régie service, logiciel de gestion de caisse en full web. ; 2011/2012 
 Société de Développement des Systèmes Informatiques (S.D.S.I) ; Entreprise privée ; IMMEUBLE ALGALUX ; 2929 ; DJIBOUTI VILLE ; DJIBOUTI ; Société de Développement des Systèmes Informatique ; Développement d'un logiciel de gestion pour la direction des domaines ;01/03/2012;31/08/2012;  ; 20250 ; CORTE ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Analyse , conception et développement du logiciel. ; la création d'un logciel de gestion pour la direction des domaines du ministre de finance de Djibouti    ; 2011/2012 
 GSX Solutions ; Entreprise privée ; Le Marina 7 ; 06270 ; Villeneuve-Loubet ; France ; GSX Solutions ;  Etude de frameworks UI Web afin de trouver la solution optimale pour le développement de solutions mobiles et d’applications Web ;01/03/2012;31/08/2012; réponse à une offre de stage ; 20222 ; Brando ; MASTER-2-INFORMATIQUE-SPECIALITE-S2I-PRO ; Evaluer, tester, éprouver différentes bibliotheques html5/css3. Développer une application (mobile ou non) d'éditeur de layouts à intégrer au final dans notre outil de reporting.Une etudé des plateformes Cloud (Amazon EC2, Google Apps, Microsoft Azure ;  ; 2011/2012 
